NAME,YYYYMM,LAT,LONG,NEE,NEE_QC,GPP,RECO,PFT,ECUE,CO2_annual_mean,CO2_annual_mean_diff,IGBP,EVIave,EVImax,EVAave,EVAmax,PREave,PREmax,SSRtot,SSRmax,T2Mave,T2Mmax,PREdif_monthly,PREdif_annual,EVAdif_monthly,EVAdif_annual,T2Mdif_monthly,T2Mdif_annual,HWSD2_D1_AWC,HWSD2_D1_CLAY,HWSD2_D1_OC,HWSD2_D1_PHWATER,HWSD2_D1_SAND,HWSD2_D1_SILT,HWSD2_D1_TOTALN
AMF_US-Br3,200712,41.9747,-93.6936,-2.618168942,1,6.8819,4.2638,CRO,-0.380442747,387.1239319,-11.87545872,12,-194.5,-18,-0.00347851,7.55E-05,0.069266464,0.003934398,185.509824,1.611316,-6.705513136,12.31562195,0.021664194,-0.015700287,0.004715333,0.064372038,-4.019641796,-16.52351281,181,26,2.059999943,6.199999809,28,46,1.940000057
FLX_US-Ne2,201002,41.1649,-96.4701,14.385336,0.96131,0.3089744,14.267428,CRO,46.5583427,391.9455261,-5.988473415,12,-193,-135,-0.011591363,1.51E-05,0.026908731,0.000657871,320.90471,2.650852,-6.924524348,1.642785645,-0.004772895,-0.051203261,0.001710583,0.058851733,-4.026036434,-17.62892137,184,27,2.14199996,6.199999809,16,57,2.019999981
FLX_US-Ne2,201001,41.1649,-96.4701,23.2159,0.892473,-1.3758637,20.178055,CRO,-16.87369178,390.8439941,-6.53785181,12,-192.5,-95,-0.005515225,4.96E-05,0.027823796,0.001447782,254.389036,2.029014,-9.258243799,5.882714844,-0.00056452,-0.050288195,0.003177773,0.06492787,-5.222297626,-19.96264082,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-Ro1,201002,44.7143,-93.0898,4.699156,0.848214,1.449812,6.383188,CRO,3.241217482,392.1035156,-6.099384308,12,-189,-138,-0.004484917,8.92E-06,0.026632091,0.000431806,312.004468,2.442908,-8.380985937,1.628549194,-0.007761707,-0.059475225,0.004865975,0.063238873,-0.659465863,-16.46400272,139,23,3.227999926,6.599999905,33,44,2.630000114
AMF_US-Ne1,201001,41.1651,-96.4766,25.169365,0.767473,0.980189,25.777771,CRO,25.67807331,390.8439941,-6.53785181,12,-181,-52,-0.005515225,4.96E-05,0.027823796,0.001447782,254.389036,2.029014,-9.258243799,5.882714844,-0.00056452,-0.050288195,0.003177773,0.06492787,-5.222297626,-19.96264082,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-IB1,201402,41.8593,-88.2227,23.61723409,0.973214286,-2.0866,21.5306,CRO,-11.31852491,399.8492737,1.319454193,13,-177,57,-0.008976236,0.000106096,0.05070866,0.003002763,328.583308,2.59853,-10.01426735,10.48179016,-0.004963776,-0.034493613,0.004871424,0.053304443,-6.630986038,-17.98222732,184,27,2.14199996,6.199999809,16,57,2.019999981
FLX_US-Ne3,201002,41.1797,-96.4397,15.012956,0.96131,0.6815956,14.75992,CRO,22.02619266,391.9455261,-5.988473415,12,-177,-152,-0.010826885,1.46E-05,0.026771163,0.000647195,319.729536,2.652864,-6.948543135,1.537316895,-0.005429047,-0.053176661,0.002548511,0.06067226,-4.023127016,-17.6395315,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-Br1,200702,41.9749,-93.6906,-6.627131671,0.997767857,11.6218,4.9947,CRO,-0.57023281,387.9610901,-10.14149475,12,-175,-76,-0.011125988,2.15E-05,0.063786646,0.002264149,336.46614,2.439626,-9.627746577,8.947732544,0.024474013,-0.021180105,0.000479419,0.05672456,-4.556220642,-19.44574625,181,26,2.059999943,6.199999809,28,46,1.940000057
AMF_US-Br3,200702,41.9747,-93.6936,7.314879166,0.992559524,15.0877,22.4026,CRO,0.484824007,387.9610901,-10.14149475,12,-175,-76,-0.011125988,2.15E-05,0.063786646,0.002264149,336.46614,2.439626,-9.627746577,8.947732544,0.024474013,-0.021180105,0.000479419,0.05672456,-4.556220642,-19.44574625,181,26,2.059999943,6.199999809,28,46,1.940000057
AMF_US-Ro1,201102,44.7143,-93.0898,6.626648,0.974702,-1.4963536,5.05596,CRO,-4.428530796,394.0170288,-4.185871124,12,-168,-69,-0.004598301,6.41E-05,0.03385209,0.002407998,294.694932,2.497146,-8.405623318,7.921777344,-0.000541707,-0.025190851,0.004752591,0.052633427,-0.684103244,-16.27949226,139,23,3.227999926,6.599999905,33,44,2.630000114
